fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,exchange_code,exchange_name,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,investment_strategy,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,fund_bond_maturity,fund_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2015,fund_return_2014,fund_return_2013,fund_return_2012,fund_return_2011,fund_return_2010,fund_return_2009,fund_return_2008,fund_return_2007,fund_return_2006,fund_return_2005,fund_return_2004,fund_return_2003,fund_return_2002,fund_return_2001,fund_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
RBIN,BlackRock 80/20 Target Allocati,BlackRock 80/20 Target Allocation Fund Class A,Foreign Large Blend,BlackRock,PCX,NYSEArca,2085,9890.0,130984360.0,28.239,28.175,3.53,0.11877,29.721,-2.391,-0.08045,26.191,1.139,0.04349,"The investment seeks long term capital appreciation. The fund, which is a fund of funds, normally obtains exposure to equity securities in an amount equal to 80% of its assets and exposure to fixed-income securities in an amount equal to 20% of its assets. Under normal circumstances, the advisor intends to invest primarily in affiliated open-end funds and affiliated ETFs. The fund may, when consistent with its investment objective, buy or sell options or futures, or enter into total return swaps and foreign currency transactions (collectively, commonly known as derivatives).",0.0172,2017-09-15,0.78,Blend,Large,0.0042,0.0037,0.997,0.0,0.0731,0.0943,0.0773,0.149,0.0154,0.1185,0.1584,0.1564,0.0207,0.0784,0.0585,2.19,10.13,19.6,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ITOT (""iShares Core S&P Total U.S.ock Mkt ETF""): 0.193, ESGU (""iShares ESG Aware MSCI USA ETF""): 0.1927, ""BlackRock Total Return Fund - CT"": 0.1282, EFV (""iShares MSCI EAFE Value ETF""): 0.0944, EFG (""iShares MSCI EAFE Growth ETF""): 0.0802, MKDCX (""BlackRock Emerging Mkts K""): 0.0642, VLUE (""iShares MSCI USA Value Factor ETF""): 0.0486, IYE (""iShares US Energy ETF""): 0.0398, IJR (""iShares Core S&P Small-Cap ETF""): 0.0389, IXG (""iShares Global Financials ETF""): 0.038",0.087,2021-06-30,0.0472,0.0411,0.006,0.0128,0.0508,0.0562,0.2145,0.0627,0.0,0.0,2.0,1.0,0.06806,0.16562,-0.09301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.41,0.73,0.55,90.24,13.47,0.4,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBND,BlackRock Global Dividend Ptf I,BlackRock Global Dividend Portfolio Investor A Shares,Corporate Bond,BlackRock,PCX,NYSEArca,674,530.0,29911608.0,24.762,24.737,1.496,0.05861,25.524,-0.5688,-0.02228,24.028,0.9272,0.03859,"The investment seeks to provide a level of current income that exceeds the average yield on global stocks generally. Under normal circumstances, the fund will invest at least 80% of its net assets in dividend-paying equity securities and at least 40% of its assets outside of the U.S. (unless market conditions are not deemed favorable by fund management, in which case the fund would invest at least 30% of its assets outside of the U.S.). It will primarily invest in common stock, preferred stock, securities convertible into common and preferred stock and non-convertible preferred stock.",0.0,2020-11-05,0.0,None,None,0.0012,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MSFT (""Microsoft Corp""): 0.0389, SAN. PA (""Sanofi SA""): 0.0386, RKT. L (""Reckitt Benckiser Group PLC""): 0.0363, REL. L (""RELX PLC""): 0.0353, 2330. TW (""Taiwan Semiconductor Manufacturing Co Ltd""): 0.0328, ICE (""Intercontinental Exchange Inc""): 0.0313, T. TO (""TELUS Corp""): 0.0297, UNH (""UnitedHealth Group Inc""): 0.0295, FIS (""Fidelity National Information Services Inc""): 0.0293, BMY (""Bristol-Myers Squibb Company""): 0.0284",0.0879,2021-06-30,-0.0143,0.0763,0.0185,-0.0011,0.0336,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBUS,BMO Growth Allocation - I,BMO Growth Allocation Fund Class I,Large Blend,BMO Funds,PCX,NYSEArca,1787,6570.0,124866248.0,39.667,38.307,7.191,0.1759,40.881,-1.594,-0.03899,33.69,5.597,0.16613,The investment seeks to provide total investment return from income and appreciation. The fund normally targets an allocation of approximately 20% of its total assets in funds that invest principally in fixed income securities and 80% of its total assets in funds that invest principally in equity securities. Under normal market conditions it allocates its assets among the underlying funds based on asset allocation target ranges of 10-30% of its total assets in funds that invest principally in fixed income securities and 70-90% of its total assets in funds that invest principally in equity securities.,0.0121,2017-09-15,0.73,Blend,Large,0.003,0.0036,0.9991,0.0,0.0211,0.0802,0.0801,0.1792,0.0,0.0623,0.2381,0.1236,0.0025,0.13,0.083,4.47,15.26,24.81,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"VINIX (""Vanguard Institutional Index I""): 0.1017, VOO (""Vanguard S&P 500 ETF""): 0.0722, BLCRX (""BMO Large-Cap Value R6""): 0.0647, BLGRX (""BMO Large-Cap Growth R6""): 0.057, DODGX (""Dodge & Cox Stock""): 0.0507, MCIIX (""BMO Corporate Income I""): 0.05, MLVEX (""BMO Low Volatility Equity I""): 0.0495, MIEMX (""BMO LGM Emerging Markets Equity I""): 0.0445, MINJX (""MFS International Intrinsic Value R6""): 0.0407, BISGX (""BMO Pyrford International Stock R6""): 0.0391",0.084,2021-06-30,0.1005,0.075,0.021,-0.0025,0.0719,0.032,0.3137,0.1538,0.0,0.0,2.0,1.0,0.15454,0.27814,-0.03945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,0.87,1.31,91.13,16.8,0.86,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCD,BMO Growth Allocation - R6,BMO Growth Allocation Fund Class R6,Consumer Cyclical,BMO Funds,PCX,NYSEArca,92876,133720.0,897177856.0,152.858,147.403,42.38,0.26245,161.48,-11.45999,-0.07097,119.1,30.92001,0.25961,The investment seeks to provide total investment return from income and appreciation. The fund normally targets an allocation of approximately 20% of its total assets in funds that invest principally in fixed income securities and 80% of its total assets in funds that invest principally in equity securities. Under normal market conditions it allocates its assets among the underlying funds based on asset allocation target ranges of 10-30% of its total assets in funds that invest principally in fixed income securities and 70-90% of its total assets in funds that invest principally in equity securities.,0.0039,2006-11-01,0.0,Blend,Medium,0.004,0.0045,1.0,0.0,0.0,0.0,0.9193,0.0647,0.0,0.0,0.0,0.0,0.0,0.016,0.0,4.49,12.28,23.93,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"VINIX (""Vanguard Institutional Index I""): 0.1017, VOO (""Vanguard S&P 500 ETF""): 0.0722, BLCRX (""BMO Large-Cap Value R6""): 0.0647, BLGRX (""BMO Large-Cap Growth R6""): 0.057, DODGX (""Dodge & Cox Stock""): 0.0507, MCIIX (""BMO Corporate Income I""): 0.05, MLVEX (""BMO Low Volatility Equity I""): 0.0495, MIEMX (""BMO LGM Emerging Markets Equity I""): 0.0445, MINJX (""MFS International Intrinsic Value R6""): 0.0407, BISGX (""BMO Pyrford International Stock R6""): 0.0391",0.1783,2021-06-30,0.2139,-0.0065,0.0015,-0.0232,0.0517,-0.0349,0.6765,0.1429,0.136,0.1306,10.0,4.0,0.11298,0.25939,-0.08485,0.14682,0.05641,-0.02862,0.11337,0.43188,0.219,0.04272,0.26758,0.64021,-0.41049,-0.16131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.88,1.54,1.5,88.0,29.47,0.57,8.49,-5.53,1.48,1.31,82.35,23.64,0.62,8.42,1.48,1.24,1.19,77.82,19.74,0.69,10.0
RDFI,BMO Growth Allocation - R3,BMO Growth Allocation Fund Class R3,Nontraditional Bond,BMO Funds,BTS,BATS,6932,3530.0,39594004.0,29.524,29.296,4.27,0.14023,30.45,-1.7179,-0.05642,26.18,2.5521,0.09748,The investment seeks to provide total investment return from income and appreciation. The fund normally targets an allocation of approximately 20% of its total assets in funds that invest principally in fixed income securities and 80% of its total assets in funds that invest principally in equity securities. Under normal market conditions it allocates its assets among the underlying funds based on asset allocation target ranges of 10-30% of its total assets in funds that invest principally in fixed income securities and 70-90% of its total assets in funds that invest principally in equity securities.,0.0,2020-10-20,0.0,Value,Medium,0.0237,0.0059,0.0,0.0,0.0034,0.0151,0.0102,0.0014,0.0782,0.0,0.0008,0.0283,0.8566,0.0001,0.006,1.0,4.21,3.03,1.27,8.89,6.9,0.0,0.0406,0.1084,0.1093,0.1919,0.1842,0.2174,0.0389,0.1093,"VINIX (""Vanguard Institutional Index I""): 0.1017, VOO (""Vanguard S&P 500 ETF""): 0.0722, BLCRX (""BMO Large-Cap Value R6""): 0.0647, BLGRX (""BMO Large-Cap Growth R6""): 0.057, DODGX (""Dodge & Cox Stock""): 0.0507, MCIIX (""BMO Corporate Income I""): 0.05, MLVEX (""BMO Low Volatility Equity I""): 0.0495, MIEMX (""BMO LGM Emerging Markets Equity I""): 0.0445, MINJX (""MFS International Intrinsic Value R6""): 0.0407, BISGX (""BMO Pyrford International Stock R6""): 0.0391",0.5654,2021-06-30,0.1298,0.0394,0.0193,0.0012,0.0567,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDIV,BMO Growth Allocation - Y,BMO Growth Allocation Fund Class Y,Large Value,BMO Funds,PCX,NYSEArca,59911,46940.0,769087424.0,40.106,40.635,10.87,0.24857,43.73,-3.81,-0.08713,32.86,7.06,0.21485,The investment seeks to provide total investment return from income and appreciation. The fund normally targets an allocation of approximately 20% of its total assets in funds that invest principally in fixed income securities and 80% of its total assets in funds that invest principally in equity securities. Under normal market conditions it allocates its assets among the underlying funds based on asset allocation target ranges of 10-30% of its total assets in funds that invest principally in fixed income securities and 70-90% of its total assets in funds that invest principally in equity securities.,0.0466,2013-09-30,0.98,Value,Medium,0.0039,0.0034,1.0,0.0,0.076,0.0982,0.0737,0.0208,0.1154,0.2136,0.101,0.0179,0.0492,0.1326,0.1014,1.99,8.14,17.77,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"VINIX (""Vanguard Institutional Index I""): 0.1017, VOO (""Vanguard S&P 500 ETF""): 0.0722, BLCRX (""BMO Large-Cap Value R6""): 0.0647, BLGRX (""BMO Large-Cap Growth R6""): 0.057, DODGX (""Dodge & Cox Stock""): 0.0507, MCIIX (""BMO Corporate Income I""): 0.05, MLVEX (""BMO Low Volatility Equity I""): 0.0495, MIEMX (""BMO LGM Emerging Markets Equity I""): 0.0445, MINJX (""MFS International Intrinsic Value R6""): 0.0407, BISGX (""BMO Pyrford International Stock R6""): 0.0391",0.5019,2021-06-30,0.2412,0.109,-0.021,-0.001,0.0445,0.0326,0.5851,0.0731,0.1035,0.0,4.0,3.0,-0.09137,0.22439,-0.04477,0.11505,0.28461,-0.05179,0.21529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.82,1.35,0.94,76.59,28.64,0.35,4.52,-9.98,1.32,1.05,73.45,23.04,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REC,"BlackRock Fds, All-Cap Energy &",BlackRock Energy Opportunities Fund Institutional Class,None,BlackRock,BTS,BATS,1337,2330.0,11132765.0,24.718,24.85,1.126,0.0441,25.535,-0.8606,-0.0337,24.409,0.2654,0.01087,"The investment seeks to provide long-term growth of capital. The fund invests at least 80% of its total assets in equity securities of global energy and natural resources companies and companies in associated businesses, as well as utilities (such as gas, water, cable, electrical and telecommunications utilities). It will concentrate its investments (i.e., invest more than 25% of its assets) in energy or natural resources companies. The fund may invest without limit in companies located anywhere in the world and will generally invest in at least three countries and in companies tied economically to a number of countries. It is non-diversified.",0.0,2020-10-14,0.0,None,None,0.0048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CVX (""Chevron Corp""): 0.1304, RDSB. L (""Royal Dutch Shell PLC B""): 0.1045, TTE. PA (""TotalEnergies SE""): 0.0817, COP (""ConocoPhillips""): 0.0711, XOM (""Exxon Mobil Corp""): 0.0708, CNQ. TO (""Canadian Natural Resources Ltd""): 0.0436, SU. TO (""Suncor Energy Inc""): 0.04, PXD (""Pioneer Natural Resources Co""): 0.0385, HES (""Hess Corp""): 0.0347, MPC (""Marathon Petroleum Corp""): 0.0343",0.1703,2021-04-30,-0.024,0.0,0.0121,0.0,-0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RECS,BlackRock 20/80 Target Allocati,BlackRock 20/80 Target Allocation Fund Investor A Shares,None,BlackRock,PCX,NYSEArca,1853,2130.0,22027856.0,30.885,29.135,7.936,0.24661,32.18,-1.2723,-0.03954,24.244,6.6637,0.27486,"The investment seeks a balance between long term capital appreciation and high current income, with an emphasis on income. The fund, which is a fund of funds, normally obtains exposure to equity securities (and certain other instruments) in an amount equal to 20% of its assets and exposure to fixed-income securities in an amount equal to 80% of its assets. Normally, the advisor intends to invest primarily in affiliated open-end funds and affiliated ETFs. The fund may, when consistent with its investment objective, buy or sell options or futures, or enter into total return swaps and foreign currency transactions (collectively, commonly known as derivatives).",0.0088,2019-09-25,0.41,Blend,Large,0.0015,0.0,0.9974,0.0,0.0218,0.1129,0.1222,0.068,0.0288,0.1397,0.1246,0.0957,0.0332,0.2293,0.0238,4.07,15.14,23.65,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""BlackRock Total Return Fund - CT"": 0.2481, BSIKX (""BlackRock Strategic Income Opps K""): 0.1144, IUSB (""iShares Core Total USD Bond Market ETF""): 0.114, GOVT (""iShares US Treasury Bond ETF""): 0.1136, FALN (""iShares Fallen Angels USD Bond ETF""): 0.0995, ITOT (""iShares Core S&P Total U.S.ock Mkt ETF""): 0.0708, COMT (""iShares GSCI Cmd Dyn Roll Stgy ETF""): 0.0362, AGG (""iShares Core US Aggregate Bond ETF""): 0.0307, VLUE (""iShares MSCI USA Value Factor ETF""): 0.0299, EFV (""iShares MSCI EAFE Value ETF""): 0.0281",0.3321,2021-05-31,0.1578,0.0,0.0138,0.0,0.1272,0.0,0.4087,0.0,0.0,0.0,1.0,0.0,0.1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REIT,BMO Small Cap Value Fund Class ,BMO Small-Cap Value Fund Class A,Real Estate,BMO Funds,NGM,NasdaqGM,3887,3680.0,21327108.0,29.689,28.264,7.58,0.24365,31.11,-1.36,-0.04372,23.53,6.22,0.26434,"The investment seeks to provide capital appreciation. The fund invests at least 80% of its assets in value-oriented common stocks of small-sized U.S. companies similar in size, at the time of purchase, to those within the Russell 2000© Value Index. The Adviser selects stocks using a unique, value-oriented approach focusing on high quality companies with long-term capital appreciation potential that are available at reasonable prices, which combines the use of proprietary analytical tools and the qualitative judgments of the investment team.",0.0,2021-02-24,0.0,Blend,Medium,0.0068,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.29,17.63,41.84,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MGNXX (""BMO Government Money Market Premier""): 0.024, SF (""Stifel Financial Corp""): 0.0141, EME (""EMCOR Group Inc""): 0.0131, CATY (""Cathay General Bancorp""): 0.011, CCS (""Century Communities Inc""): 0.0108, TGNA (""Tegna Inc""): 0.0108, DAN (""Dana Inc""): 0.0104, STAG (""Stag Industrial Inc""): 0.0104, TROX (""Tronox Holdings PLC""): 0.0104, AMKR (""Amkor Technology Inc""): 0.0103",1.5685,2021-06-30,0.0,0.1294,0.0347,-0.0143,0.1183,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REMX,None,BlackRock Defensive Advantage Emerging Markets Fund Investor A,Equity Precious Metals,BlackRock,PCX,NYSEArca,205306,206300.0,758353856.0,113.838,96.382,69.68,0.55297,126.01,-11.07,-0.08785,56.33,58.61,1.04048,"The investment seeks to provide long-term capital appreciation. Under normal circumstances, the fund seeks to invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in equity securities issued by, or tied economically to, companies in emerging markets and derivatives that have similar economic characteristics to such securities. It primarily intends to invest in equity securities, which include common stock, preferred stock and convertible securities, or other financial instruments that are components of, or have characteristics similar to, the securities included in the MSCI EM Index.",0.0063,2010-10-27,0.7,Growth,Medium,0.0059,0.0057,0.0,0.0,0.9669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331,0.0,3.8,22.4,24.11,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JD (""JD.com Inc ADR""): 0.015, 1066 (""RHB Bank Bhd""): 0.0147, VOD. JO (""Vodacom Group Ltd""): 0.0147, ""Masraf Al Rayan QSC"": 0.0146, ""Etihad Etisalat Co JSC"": 0.0145, TCS. BO (""Tata Consultancy Services Ltd""): 0.0145, ""Al Rajhi Bank"": 0.0144, HDFC. BO (""Housing Development Finance Corp Ltd""): 0.0144, SCC-R (""Siam Cement PCL Units Non-Voting Depository Receipt""): 0.0144, 603259 (""Wuxi AppTec Co Ltd Class A""): 0.0144",0.5985,2021-06-30,0.2908,0.882,0.0177,-0.0594,0.133,-0.1496,1.5108,0.1212,0.157,-0.0911,4.0,6.0,0.63277,0.01017,-0.48942,0.81558,0.26309,-0.43593,-0.28064,-0.31849,-0.10821,-0.32335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.25,1.5,1.51,51.19,37.74,0.44,7.2,-1.78,1.51,1.66,44.13,33.09,0.57,9.72,-20.7,1.6,-0.36,48.98,32.14,-0.15,-6.02
RESD,BMO Dividend Income Fund Class ,BMO Dividend Income Fund Class A,None,BMO Funds,BTS,BATS,1193,560.0,7367322.0,30.997,30.893,4.812,0.14842,32.422,-2.2146,-0.06831,27.61,2.5974,0.09407,"The investment seeks to provide capital appreciation and current income. The fund invests at least 80% of its net assets primarily in dividend paying common stocks of large-sized U.S. companies similar in size, at the time of purchase, to those within the Russell 1000© Value Index. To provide both capital appreciation and current income, the Adviser selects stocks using a unique, value-oriented approach, focusing on companies with dividend yields in excess of 1%, which combines the use of proprietary analytical tools and the qualitative judgments of the investment team.",0.0201,2016-11-03,1.12,Blend,Large,0.003,0.0,1.0,0.0,0.0789,0.0697,0.0939,0.1048,0.0013,0.1575,0.1525,0.1506,0.0318,0.1402,0.0188,1.96,10.36,20.85,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MSFT (""Microsoft Corp""): 0.033, JNJ (""Johnson & Johnson""): 0.0276, CSCO (""Cisco Systems Inc""): 0.0263, MS (""Morgan Stanley""): 0.0259, MGNXX (""BMO Government Money Market Premier""): 0.0247, AVGO (""Broadcom Inc""): 0.0247, GS (""Goldman Sachs Group Inc""): 0.0242, C (""Citigroup Inc""): 0.024, QCOM (""Qualcomm Inc""): 0.0224, TGT (""Target Corp""): 0.022",0.1474,2021-03-31,0.0383,0.0,0.0383,0.0,0.0383,0.0,0.4039,0.0952,0.0,0.0,3.0,1.0,0.1132,0.31951,-0.13998,0.24702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.86,0.87,89.11,16.13,0.56,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETL,BMO Global Low Volatility Equit,BMO Global Low Volatility Equity Fund Class A,Trading--Leveraged Equity,BMO Funds,PCX,NYSEArca,300142,384670.0,151214848.0,44.369,43.158,45.671,0.75154,60.77,-24.08,-0.39625,15.099,21.5908,1.42993,"The investment seeks to provide capital appreciation. The fund invests at least 80% of its assets in equity securities of companies located in the countries included, at the time of purchase, in the MSCI All Country World Index, which includes 23 developed and 26 emerging market countries. It normally invests at least 40% of its net assets in securities located outside the United States and is diversified among at least three countries. The fund may invest in companies across all market capitalizations and may at times focus its investments in one or more sectors.",0.0001,2010-07-14,1.71,Blend,Small,0.01,0.009,0.0,0.0,0.0,0.0417,0.75,0.1529,0.0,0.0,0.0268,0.0084,0.0,0.0202,0.0,3.94,7.09,15.63,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ALL (""Allstate Corp""): 0.025, 00002. HK (""CLP Holdings Ltd""): 0.0203, WMT (""Walmart Inc""): 0.0201, 00700 (""Tencent Holdings Ltd""): 0.0196, NESN (""Nestle SA""): 0.0195, ELS (""Equity Lifestyle Properties Inc""): 0.0184, MRK (""Merck & Co Inc""): 0.0181, FLOW (""Flow Traders NV""): 0.0179, ROG (""Roche Holding AG""): 0.0172, MGNXX (""BMO Government Money Market Premier""): 0.0171",0.6454,2021-06-30,1.6727,0.0,0.1183,0.0,0.2435,0.0,7.3427,0.4378,0.2657,0.3948,7.0,3.0,0.62244,0.22997,-0.35025,-0.01654,-0.02238,0.44485,0.30184,1.39382,0.80059,0.07698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.11,4.23,8.27,44.44,117.79,0.83,10.05,-3.62,4.13,5.41,41.93,95.73,0.67,6.14,7.95,3.44,4.79,42.0,72.24,0.79,11.26
REVS,Sterling Capital Equity Income ,Sterling Capital Equity Income Fund Class A,None,Sterling Capital Funds,PCX,NYSEArca,8903,20830.0,5591686.0,20.854,20.142,4.991,0.23272,21.446,-0.996,-0.04644,16.455,3.995,0.24278,"The investment seeks capital growth and current income. The fund normally invests at least 80% of its net assets plus borrowings for investment purposes in equity securities. It invests, under normal market conditions, primarily in dividend-paying equity securities, in particular common stocks of companies with a history of increasing dividend rates. The fund may also invest in U.S. traded common stocks of foreign companies, including American Depositary Receipts.",0.1997,2019-09-25,0.95,Value,Large,0.0019,0.0,0.9962,0.0,0.0377,0.0885,0.0787,0.081,0.0548,0.2142,0.1213,0.1364,0.0493,0.091,0.047,2.48,11.73,18.67,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MSFT (""Microsoft Corp""): 0.0424, DFS (""Discover Financial Services""): 0.0421, ADI (""Analog Devices Inc""): 0.0415, ACN (""Accenture PLC Class A""): 0.0384, ANTM (""Anthem Inc""): 0.0384, UPS (""United Parcel Service Inc Class B""): 0.0383, ABT (""Abbott Laboratories""): 0.0366, HD (""The Home Depot Inc""): 0.0352, CB (""Chubb Ltd""): 0.0339, GS (""Goldman Sachs Group Inc""): 0.0326",0.2589,2021-05-31,0.2095,0.0,0.0298,0.0,0.1497,0.0,0.4367,0.0,0.0,0.0,1.0,0.0,0.01477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
